"No.","Time","Source","Destination","Protocol","Length","Info"
"590","42.544757","192.168.1.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"591","42.544757","192.168.1.1","192.168.1.233","DNS","146","Standard query response 0x8d54 A www.msn.com CNAME www-msn-com.a-0003.a-msedge.net CNAME a-0003.a-msedge.net A 204.79.197.203"
"592","42.545111","192.168.1.233","204.79.197.203","TCP","66","52117  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"593","42.549495","20.67.219.150","192.168.1.233","TCP","54","443  >  52116 [ACK] Seq=7966 Ack=2386 Win=525568 Len=0"
"594","42.572873","204.79.197.203","192.168.1.233","TCP","66","443  >  52117 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM=1"
"595","42.572922","192.168.1.233","204.79.197.203","TCP","54","52117  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=0"
"596","42.573077","192.168.1.233","204.79.197.203","TLSv1.2","571","Client Hello"
"597","42.604432","204.79.197.203","192.168.1.233","TCP","60","443  >  52117 [ACK] Seq=1 Ack=518 Win=4194048 Len=0"
"598","42.604432","204.79.197.203","192.168.1.233","TCP","1514","443  >  52117 [ACK] Seq=1 Ack=518 Win=4194048 Len=1460 [TCP segment of a reassembled PDU]"
"599","42.604432","204.79.197.203","192.168.1.233","TCP","1514","443  >  52117 [ACK] Seq=1461 Ack=518 Win=4194048 Len=1460 [TCP segment of a reassembled PDU]"
"600","42.604432","204.79.197.203","192.168.1.233","TCP","1514","443  >  52117 [ACK] Seq=2921 Ack=518 Win=4194048 Len=1460 [TCP segment of a reassembled PDU]"
"601","42.604432","204.79.197.203","192.168.1.233","TLSv1.2","1384","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"602","42.604487","192.168.1.233","204.79.197.203","TCP","54","52117  >  443 [ACK] Seq=518 Ack=5711 Win=132352 Len=0"
"603","42.607412","192.168.1.233","204.79.197.203","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"604","42.607567","192.168.1.233","204.79.197.203","TLSv1.2","159","Application Data"
"605","42.607703","192.168.1.233","204.79.197.203","TLSv1.2","720","Application Data"
"606","42.637136","204.79.197.203","192.168.1.233","TCP","60","443  >  52117 [ACK] Seq=5711 Ack=781 Win=4193792 Len=0"
"607","42.637136","204.79.197.203","192.168.1.233","TCP","60","443  >  52117 [ACK] Seq=5711 Ack=1447 Win=4193024 Len=0"
"608","42.637136","204.79.197.203","192.168.1.233","TLSv1.2","396","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"609","42.637136","204.79.197.203","192.168.1.233","TLSv1.2","123","Application Data"
"610","42.637172","192.168.1.233","204.79.197.203","TCP","54","52117  >  443 [ACK] Seq=1447 Ack=6122 Win=131840 Len=0"
"611","42.637280","192.168.1.233","204.79.197.203","TLSv1.2","92","Application Data"
"612","42.680563","204.79.197.203","192.168.1.233","TLSv1.2","92","Application Data"
"613","42.680563","204.79.197.203","192.168.1.233","TCP","1514","443  >  52117 [ACK] Seq=6160 Ack=1485 Win=4194560 Len=1460 [TCP segment of a reassembled PDU]"
"614","42.680563","204.79.197.203","192.168.1.233","TCP","1514","443  >  52117 [ACK] Seq=7620 Ack=1485 Win=4194560 Len=1460 [TCP segment of a reassembled PDU]"
"615","42.680563","204.79.197.203","192.168.1.233","TLSv1.2","519","Application Data"
"616","42.680563","204.79.197.203","192.168.1.233","TCP","1514","443  >  52117 [ACK] Seq=9545 Ack=1485 Win=4194560 Len=1460 [TCP segment of a reassembled PDU]"
"617","42.680563","204.79.197.203","192.168.1.233","TLSv1.2","1416","Application Data"
"618","42.680563","204.79.197.203","192.168.1.233","TLSv1.2","92","Application Data"
"619","42.680616","192.168.1.233","204.79.197.203","TCP","54","52117  >  443 [ACK] Seq=1485 Ack=12405 Win=132352 Len=0"
"620","42.864103","192.168.1.233","192.168.1.1","DNS","71","Standard query 0xe02c A api.msn.com"
"621","42.872852","192.168.1.1","192.168.1.233","DNS","146","Standard query response 0xe02c A api.msn.com CNAME api-msn-com.a-0003.a-msedge.net CNAME a-0003.a-msedge.net A 204.79.197.203"
"622","42.873185","192.168.1.233","204.79.197.203","TCP","66","52118  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"623","42.902071","204.79.197.203","192.168.1.233","TCP","66","443  >  52118 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM=1"
"624","42.902122","192.168.1.233","204.79.197.203","TCP","54","52118  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=0"
"625","42.902313","192.168.1.233","204.79.197.203","TLSv1.2","571","Client Hello"
"626","42.928771","204.79.197.203","192.168.1.233","TCP","60","443  >  52118 [ACK] Seq=1 Ack=518 Win=4194048 Len=0"
"627","42.928771","204.79.197.203","192.168.1.233","TCP","1514","443  >  52118 [ACK] Seq=1 Ack=518 Win=4194048 Len=1460 [TCP segment of a reassembled PDU]"
"628","42.928771","204.79.197.203","192.168.1.233","TCP","1514","443  >  52118 [ACK] Seq=1461 Ack=518 Win=4194048 Len=1460 [TCP segment of a reassembled PDU]"
"629","42.928771","204.79.197.203","192.168.1.233","TCP","1514","443  >  52118 [ACK] Seq=2921 Ack=518 Win=4194048 Len=1460 [TCP segment of a reassembled PDU]"
"630","42.928816","192.168.1.233","204.79.197.203","TCP","54","52118  >  443 [ACK] Seq=518 Ack=4381 Win=132352 Len=0"
"631","42.929097","204.79.197.203","192.168.1.233","TLSv1.2","1384","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"632","42.929119","192.168.1.233","204.79.197.203","TCP","54","52118  >  443 [ACK] Seq=518 Ack=5711 Win=131072 Len=0"
"633","42.929743","192.168.1.233","192.168.1.1","DNS","74","Standard query 0x3173 A assets.msn.com"
"634","42.931451","192.168.1.233","204.79.197.203","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"635","42.931529","192.168.1.233","204.79.197.203","TLSv1.2","159","Application Data"
"636","42.931603","192.168.1.233","204.79.197.203","TLSv1.2","529","Application Data"
"637","42.934792","192.168.1.233","157.240.205.60","TLSv1.2","124","Application Data"
"638","42.934886","192.168.1.1","192.168.1.233","DNS","180","Standard query response 0x3173 A assets.msn.com CNAME assets.msn.com.edgekey.net CNAME e28578.d.akamaiedge.net A 2.22.31.146 A 23.3.91.155"
"639","42.935220","192.168.1.233","2.22.31.146","TCP","66","52119  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"640","42.955449","157.240.205.60","192.168.1.233","TCP","60","443  >  64568 [ACK] Seq=145 Ack=211 Win=357 Len=0"
"641","42.955449","204.79.197.203","192.168.1.233","TCP","60","443  >  52118 [ACK] Seq=5711 Ack=676 Win=4193792 Len=0"
"642","42.956392","204.79.197.203","192.168.1.233","TCP","60","443  >  52118 [ACK] Seq=5711 Ack=1256 Win=4193280 Len=0"
"643","42.956611","204.79.197.203","192.168.1.233","TLSv1.2","396","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"644","42.957348","204.79.197.203","192.168.1.233","TLSv1.2","123","Application Data"
"645","42.957348","2.22.31.146","192.168.1.233","TCP","66","443  >  52119 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM=1 WS=128"
"646","42.957363","192.168.1.233","204.79.197.203","TCP","54","52118  >  443 [ACK] Seq=1256 Ack=6122 Win=132352 Len=0"
"647","42.957404","192.168.1.233","2.22.31.146","TCP","54","52119  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"648","42.957492","192.168.1.233","2.22.31.146","TLSv1.3","571","Client Hello"
"649","42.957533","192.168.1.233","204.79.197.203","TLSv1.2","92","Application Data"
"650","42.981279","2.22.31.146","192.168.1.233","TCP","60","443  >  52119 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"651","42.981279","2.22.31.146","192.168.1.233","TLSv1.3","1514","Server Hello, Change Cipher Spec, Application Data"
"652","42.981279","2.22.31.146","192.168.1.233","TCP","1514","443  >  52119 [PSH, ACK] Seq=1461 Ack=518 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"653","42.981279","2.22.31.146","192.168.1.233","TCP","1230","443  >  52119 [PSH, ACK] Seq=2921 Ack=518 Win=64128 Len=1176 [TCP segment of a reassembled PDU]"
"654","42.981279","2.22.31.146","192.168.1.233","TCP","1514","443  >  52119 [ACK] Seq=4097 Ack=518 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"655","42.981326","192.168.1.233","2.22.31.146","TCP","54","52119  >  443 [ACK] Seq=518 Ack=5557 Win=131328 Len=0"
"656","42.981537","204.79.197.203","192.168.1.233","TLSv1.2","92","Application Data"
"657","42.981537","204.79.197.203","192.168.1.233","TCP","60","443  >  52118 [ACK] Seq=6160 Ack=1294 Win=4193280 Len=0"
"658","42.995827","204.79.197.203","192.168.1.233","TCP","1514","443  >  52118 [ACK] Seq=6160 Ack=1294 Win=4193280 Len=1460 [TCP segment of a reassembled PDU]"
"659","42.995854","192.168.1.233","204.79.197.203","TCP","54","52118  >  443 [ACK] Seq=1294 Ack=7620 Win=132352 Len=0"
"660","42.996266","204.79.197.203","192.168.1.233","TLSv1.2","76","Application Data"
"661","42.996266","204.79.197.203","192.168.1.233","TLSv1.2","92","Application Data"
"662","42.996291","192.168.1.233","204.79.197.203","TCP","54","52118  >  443 [ACK] Seq=1294 Ack=7680 Win=132352 Len=0"
"663","42.998028","192.168.1.233","204.79.197.203","TLSv1.2","1203","Application Data"
"664","43.004188","2.22.31.146","192.168.1.233","TLSv1.3","543","Application Data, Application Data, Application Data"
"665","43.007418","192.168.1.233","2.22.31.146","TLSv1.3","134","Change Cipher Spec, Application Data"
"666","43.007511","192.168.1.233","2.22.31.146","TLSv1.3","152","Application Data"
"667","43.007580","192.168.1.233","2.22.31.146","TLSv1.3","718","Application Data"
"668","43.024801","204.79.197.203","192.168.1.233","TCP","60","443  >  52117 [ACK] Seq=12405 Ack=2634 Win=4193280 Len=0"
"669","43.029788","2.22.31.146","192.168.1.233","TCP","60","443  >  52119 [ACK] Seq=6046 Ack=598 Win=64128 Len=0"
"670","43.029788","2.22.31.146","192.168.1.233","TCP","60","443  >  52119 [ACK] Seq=6046 Ack=696 Win=64128 Len=0"
"671","43.029788","2.22.31.146","192.168.1.233","TCP","60","443  >  52119 [ACK] Seq=6046 Ack=1360 Win=64128 Len=0"
"672","43.029788","2.22.31.146","192.168.1.233","TLSv1.3","325","Application Data"
"673","43.029788","2.22.31.146","192.168.1.233","TLSv1.3","325","Application Data"
"674","43.029819","192.168.1.233","2.22.31.146","TCP","54","52119  >  443 [ACK] Seq=1360 Ack=6588 Win=130304 Len=0"
"675","43.030949","2.22.31.146","192.168.1.233","TCP","1514","443  >  52119 [ACK] Seq=6588 Ack=1360 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"676","43.030949","2.22.31.146","192.168.1.233","TLSv1.3","170","Application Data"
"677","43.030972","192.168.1.233","2.22.31.146","TCP","54","52119  >  443 [ACK] Seq=1360 Ack=8164 Win=131328 Len=0"
"678","43.031501","192.168.1.233","2.22.31.146","TLSv1.3","85","Application Data"
"679","43.032285","192.168.1.233","2.22.31.146","TCP","66","52120  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"680","43.054019","2.22.31.146","192.168.1.233","TCP","60","443  >  52119 [ACK] Seq=8164 Ack=1391 Win=64128 Len=0"
"681","43.056047","2.22.31.146","192.168.1.233","TCP","66","443  >  52120 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM=1 WS=128"
"682","43.056079","192.168.1.233","2.22.31.146","TCP","54","52120  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"683","43.056290","192.168.1.233","2.22.31.146","TLSv1.3","571","Client Hello"
"684","43.069423","204.79.197.203","192.168.1.233","TCP","1514","443  >  52117 [ACK] Seq=12405 Ack=2634 Win=4193280 Len=1460 [TCP segment of a reassembled PDU]"
"685","43.069423","204.79.197.203","192.168.1.233","TLSv1.2","157","Application Data"
"686","43.069423","204.79.197.203","192.168.1.233","TLSv1.2","93","Application Data"
"687","43.069423","204.79.197.203","192.168.1.233","TLSv1.2","92","Application Data"
"688","43.069455","192.168.1.233","204.79.197.203","TCP","54","52117  >  443 [ACK] Seq=2634 Ack=14045 Win=132352 Len=0"
"689","43.077469","157.240.205.60","192.168.1.233","TLSv1.2","126","Application Data"
"690","43.078215","2.22.31.146","192.168.1.233","TCP","60","443  >  52120 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"691","43.078832","2.22.31.146","192.168.1.233","TLSv1.3","1514","Server Hello, Change Cipher Spec, Application Data"
"692","43.079207","2.22.31.146","192.168.1.233","TCP","1514","443  >  52120 [PSH, ACK] Seq=1461 Ack=518 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"693","43.079218","192.168.1.233","2.22.31.146","TCP","54","52120  >  443 [ACK] Seq=518 Ack=2921 Win=131328 Len=0"
"694","43.079521","2.22.31.146","192.168.1.233","TCP","1230","443  >  52120 [PSH, ACK] Seq=2921 Ack=518 Win=64128 Len=1176 [TCP segment of a reassembled PDU]"
"695","43.081666","2.22.31.146","192.168.1.233","TCP","1514","443  >  52120 [ACK] Seq=4097 Ack=518 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"696","43.081678","192.168.1.233","2.22.31.146","TCP","54","52120  >  443 [ACK] Seq=518 Ack=5557 Win=131328 Len=0"
"697","43.100834","2.22.31.146","192.168.1.233","TLSv1.3","543","Application Data, Application Data, Application Data"
"698","43.101116","192.168.1.233","2.22.31.146","TLSv1.3","134","Change Cipher Spec, Application Data"
"699","43.101236","192.168.1.233","2.22.31.146","TLSv1.3","152","Application Data"
"700","43.101370","192.168.1.233","2.22.31.146","TCP","1514","52120  >  443 [ACK] Seq=696 Ack=6046 Win=130816 Len=1460 [TCP segment of a reassembled PDU]"
"701","43.101370","192.168.1.233","2.22.31.146","TLSv1.3","394","Application Data"
"702","43.120375","192.168.1.233","157.240.205.60","TCP","54","64568  >  443 [ACK] Seq=211 Ack=217 Win=513 Len=0"
"703","43.123608","2.22.31.146","192.168.1.233","TCP","60","443  >  52120 [ACK] Seq=6046 Ack=598 Win=64128 Len=0"
"704","43.124255","2.22.31.146","192.168.1.233","TLSv1.3","325","Application Data"
"705","43.124255","2.22.31.146","192.168.1.233","TLSv1.3","325","Application Data"
"706","43.124255","2.22.31.146","192.168.1.233","TCP","60","443  >  52120 [ACK] Seq=6588 Ack=696 Win=64128 Len=0"
"707","43.124255","2.22.31.146","192.168.1.233","TLSv1.3","124","Application Data"
"708","43.124293","192.168.1.233","2.22.31.146","TCP","54","52120  >  443 [ACK] Seq=2496 Ack=6658 Win=130048 Len=0"
"709","43.124362","192.168.1.233","2.22.31.146","TLSv1.3","85","Application Data"
"710","43.125291","2.22.31.146","192.168.1.233","TCP","60","443  >  52120 [ACK] Seq=6658 Ack=2496 Win=64128 Len=0"
"711","43.148988","2.22.31.146","192.168.1.233","TCP","60","443  >  52120 [ACK] Seq=6658 Ack=2527 Win=64128 Len=0"
"712","43.261675","140.82.114.25","192.168.1.233","TCP","60","[TCP Keep-Alive] 443  >  50888 [ACK] Seq=26 Ack=31 Win=92 Len=0"
"713","43.261702","192.168.1.233","140.82.114.25","TCP","54","[TCP Keep-Alive ACK] 50888  >  443 [ACK] Seq=31 Ack=27 Win=514 Len=0"
"714","43.271382","2.22.31.146","192.168.1.233","TCP","1514","443  >  52120 [ACK] Seq=6658 Ack=2527 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"715","43.271745","2.22.31.146","192.168.1.233","TLSv1.3","1499","Application Data"
"716","43.271796","192.168.1.233","2.22.31.146","TCP","54","52120  >  443 [ACK] Seq=2527 Ack=9563 Win=131328 Len=0"
"717","43.272787","2.22.31.146","192.168.1.233","TCP","1514","443  >  52120 [ACK] Seq=9563 Ack=2527 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"718","43.272787","2.22.31.146","192.168.1.233","TLSv1.3","1499","Application Data"
"719","43.272787","2.22.31.146","192.168.1.233","TCP","1514","443  >  52120 [ACK] Seq=12468 Ack=2527 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"720","43.272787","2.22.31.146","192.168.1.233","TLSv1.3","1499","Application Data"
"721","43.272812","192.168.1.233","2.22.31.146","TCP","54","52120  >  443 [ACK] Seq=2527 Ack=15373 Win=131328 Len=0"
"722","43.273212","2.22.31.146","192.168.1.233","TCP","1514","443  >  52120 [ACK] Seq=15373 Ack=2527 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"723","43.273212","2.22.31.146","192.168.1.233","TLSv1.3","101","Application Data"
"724","43.273212","2.22.31.146","192.168.1.233","TLSv1.3","157","Application Data"
"725","43.273236","192.168.1.233","2.22.31.146","TCP","54","52120  >  443 [ACK] Seq=2527 Ack=16983 Win=131328 Len=0"
"726","43.364620","192.168.1.233","168.95.246.4","ICMP","58","Echo (ping) request  id=0x0002, seq=39094/46744, ttl=255 (reply in 727)"
"727","43.569535","168.95.246.4","192.168.1.233","ICMP","58","Echo (ping) reply    id=0x0002, seq=39094/46744, ttl=51 (request in 726)"
"728","43.984407","93.186.225.198","192.168.1.233","TLSv1.2","371","Application Data"
"729","43.985361","192.168.1.233","93.186.225.198","TLSv1.2","89","Application Data"
"730","44.055428","93.186.225.198","192.168.1.233","TCP","60","443  >  49433 [ACK] Seq=974 Ack=908 Win=431 Len=0"
"731","44.570489","192.168.1.233","168.95.246.4","ICMP","58","Echo (ping) request  id=0x0002, seq=39095/47000, ttl=255 (reply in 732)"
"732","44.789304","168.95.246.4","192.168.1.233","ICMP","58","Echo (ping) reply    id=0x0002, seq=39095/47000, ttl=51 (request in 731)"
"733","45.063151","192.168.1.233","74.125.205.113","TCP","55","[TCP Keep-Alive] 50833  >  443 [ACK] Seq=1 Ack=1 Win=508 Len=1"
"734","45.082623","74.125.205.113","192.168.1.233","TCP","66","[TCP Keep-Alive ACK] 443  >  50833 [ACK] Seq=1 Ack=2 Win=791 Len=0 SLE=1 SRE=2"
"735","45.107697","192.168.1.1","239.255.255.250","SSDP","424","NOTIFY * HTTP/1.1 "
"736","45.712218","192.168.1.233","204.79.197.200","TLSv1.2","135","[TCP ACKed unseen segment] , Application Data"
"737","45.712348","192.168.1.233","204.79.197.200","TCP","1494","[TCP ACKed unseen segment] 52051  >  443 [ACK] Seq=82 Ack=2 Win=1023 Len=1440 [TCP segment of a reassembled PDU]"
"738","45.712348","192.168.1.233","204.79.197.200","TCP","1494","[TCP ACKed unseen segment] 52051  >  443 [ACK] Seq=1522 Ack=2 Win=1023 Len=1440 [TCP segment of a reassembled PDU]"
"739","45.712348","192.168.1.233","204.79.197.200","TLSv1.2","1429","[TCP ACKed unseen segment] , Application Data"
"740","45.712409","192.168.1.233","204.79.197.200","TLSv1.2","92","[TCP ACKed unseen segment] , Application Data"
"741","45.733813","192.168.1.233","192.168.1.1","DNS","113","Standard query 0x76d4 A cad1a801c1fc58f13ca8303f0225ed51.nrb.footprintdns.com"
"742","45.739831","204.79.197.200","192.168.1.233","TCP","60","[TCP Previous segment not captured] 443  >  52051 [ACK] Seq=2 Ack=82 Win=16384 Len=0"
"743","45.740591","204.79.197.200","192.168.1.233","TCP","60","443  >  52051 [ACK] Seq=2 Ack=1522 Win=16385 Len=0"
"744","45.740591","204.79.197.200","192.168.1.233","TCP","60","443  >  52051 [ACK] Seq=2 Ack=2962 Win=16379 Len=0"
"745","45.741141","204.79.197.200","192.168.1.233","TCP","60","443  >  52051 [ACK] Seq=2 Ack=4375 Win=16384 Len=0"
"746","45.766491","192.168.1.233","192.168.1.1","DNS","113","Standard query 0x76d4 A cad1a801c1fc58f13ca8303f0225ed51.nrb.footprintdns.com"
"747","45.790467","192.168.1.233","168.95.246.4","ICMP","58","Echo (ping) request  id=0x0002, seq=39096/47256, ttl=255 (reply in 775)"
"748","45.800980","204.79.197.200","192.168.1.233","TLSv1.2","199","Application Data"
"749","45.801020","192.168.1.233","204.79.197.200","TCP","54","[TCP ACKed unseen segment] 52051  >  443 [ACK] Seq=4375 Ack=147 Win=1022 Len=0"
"750","45.837676","192.168.1.1","192.168.1.233","DNS","262","Standard query response 0x76d4 A cad1a801c1fc58f13ca8303f0225ed51.nrb.footprintdns.com CNAME acdc-direct.office.com CNAME outlook.ms-acdc.office.com CNAME GVX-efz.ms-acdc.office.com A 132.245.230.0 A 52.98.151.82 A 52.98.228.210 A 52.98.151.66"
"751","45.838113","192.168.1.233","132.245.230.0","TCP","66","52124  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"752","45.869700","132.245.230.0","192.168.1.233","TCP","66","443  >  52124 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1420 WS=256 SACK_PERM=1"
"753","45.869745","192.168.1.233","132.245.230.0","TCP","54","52124  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"754","45.870234","192.168.1.233","132.245.230.0","TLSv1.2","381","Client Hello"
"755","45.903439","132.245.230.0","192.168.1.233","TCP","1514","443  >  52124 [ACK] Seq=1 Ack=328 Win=525056 Len=1460 [TCP segment of a reassembled PDU]"
"756","45.903439","132.245.230.0","192.168.1.233","TCP","1514","443  >  52124 [ACK] Seq=1461 Ack=328 Win=525056 Len=1460 [TCP segment of a reassembled PDU]"
"757","45.903439","132.245.230.0","192.168.1.233","TCP","1514","443  >  52124 [ACK] Seq=2921 Ack=328 Win=525056 Len=1460 [TCP segment of a reassembled PDU]"
"758","45.903439","132.245.230.0","192.168.1.233","TLSv1.2","108","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"759","45.903481","192.168.1.233","132.245.230.0","TCP","54","52124  >  443 [ACK] Seq=328 Ack=4435 Win=262144 Len=0"
"760","45.906258","192.168.1.233","132.245.230.0","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"761","45.906390","192.168.1.233","132.245.230.0","TLSv1.2","574","Application Data"
"762","45.938486","192.168.1.233","93.186.225.198","TLSv1.2","139","Application Data"
"763","45.938582","192.168.1.233","93.186.225.198","TLSv1.2","274","Application Data"
"764","45.948635","132.245.230.0","192.168.1.233","TCP","60","443  >  52124 [ACK] Seq=4435 Ack=1006 Win=524544 Len=0"
"765","45.948635","132.245.230.0","192.168.1.233","TLSv1.2","380","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"766","45.948635","132.245.230.0","192.168.1.233","TLSv1.2","632","Application Data"
"767","45.948681","192.168.1.233","132.245.230.0","TCP","54","52124  >  443 [ACK] Seq=1006 Ack=5339 Win=261120 Len=0"
"768","45.954169","93.186.225.198","192.168.1.233","TCP","60","443  >  49433 [ACK] Seq=974 Ack=993 Win=431 Len=0"
"769","45.954169","93.186.225.198","192.168.1.233","TCP","60","443  >  49433 [ACK] Seq=974 Ack=1213 Win=435 Len=0"
"770","45.954240","192.168.1.233","132.245.230.0","TLSv1.2","574","Application Data"
"771","45.954417","93.186.225.198","192.168.1.233","TLSv1.2","89","Application Data"
"772","45.985989","132.245.230.0","192.168.1.233","TLSv1.2","632","Application Data"
"773","45.986024","192.168.1.233","132.245.230.0","TCP","54","52124  >  443 [ACK] Seq=1526 Ack=5917 Win=262144 Len=0"
"774","45.991730","192.168.1.233","13.107.136.254","TLSv1.2","136","[TCP ACKed unseen segment] , Application Data"
"775","45.996977","168.95.246.4","192.168.1.233","ICMP","58","Echo (ping) reply    id=0x0002, seq=39096/47256, ttl=51 (request in 747)"
"776","46.000449","192.168.1.233","93.186.225.198","TCP","54","49433  >  443 [ACK] Seq=1213 Ack=1009 Win=509 Len=0"
"777","46.027178","13.107.136.254","192.168.1.233","TCP","60","[TCP Previous segment not captured] 443  >  52056 [ACK] Seq=2 Ack=83 Win=8191 Len=0"
"778","46.027178","13.107.136.254","192.168.1.233","TLSv1.2","256","Application Data"
"779","46.027178","13.107.136.254","192.168.1.233","TLSv1.2","92","Application Data"
"780","46.027216","192.168.1.233","13.107.136.254","TCP","54","[TCP ACKed unseen segment] 52056  >  443 [ACK] Seq=83 Ack=242 Win=1024 Len=0"
"781","46.031531","192.168.1.233","13.107.136.254","TLSv1.2","135","Application Data"
"782","46.064711","13.107.136.254","192.168.1.233","TCP","60","443  >  52056 [ACK] Seq=242 Ack=164 Win=8190 Len=0"
"783","46.064711","13.107.136.254","192.168.1.233","TLSv1.2","256","Application Data"
"784","46.064711","13.107.136.254","192.168.1.233","TLSv1.2","92","Application Data"
"785","46.064751","192.168.1.233","13.107.136.254","TCP","54","52056  >  443 [ACK] Seq=164 Ack=482 Win=1023 Len=0"
"786","46.070463","192.168.1.233","192.168.1.1","DNS","79","Standard query 0x1781 A fp-as.azureedge.net"
"787","46.076633","192.168.1.1","192.168.1.233","DNS","209","Standard query response 0x1781 A fp-as.azureedge.net CNAME fp-as.akstd.azureedge.net CNAME azureedge.mdc.akamaized.net CNAME a1879.dscw14.akamai.net A 80.68.78.17 A 80.68.78.24"
"788","46.076973","192.168.1.233","80.68.78.17","TCP","66","52125  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"789","46.082971","80.68.78.17","192.168.1.233","TCP","66","443  >  52125 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM=1 WS=128"
"790","46.083011","192.168.1.233","80.68.78.17","TCP","54","52125  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"791","46.083534","192.168.1.233","80.68.78.17","TLSv1.3","347","Client Hello"
"792","46.087473","80.68.78.17","192.168.1.233","TCP","60","443  >  52125 [ACK] Seq=1 Ack=294 Win=64128 Len=0"
"793","46.107819","80.68.78.17","192.168.1.233","TLSv1.3","1514","Server Hello, Change Cipher Spec, Application Data"
"794","46.107819","80.68.78.17","192.168.1.233","TCP","1514","443  >  52125 [PSH, ACK] Seq=1461 Ack=294 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"795","46.107819","80.68.78.17","192.168.1.233","TLSv1.3","1088","Application Data, Application Data, Application Data"
"796","46.107858","192.168.1.233","80.68.78.17","TCP","54","52125  >  443 [ACK] Seq=294 Ack=3955 Win=262144 Len=0"
"797","46.111838","192.168.1.233","80.68.78.17","TLSv1.3","134","Change Cipher Spec, Application Data"
"798","46.117853","192.168.1.233","93.184.220.29","HTTP","288","[TCP ACKed unseen segment] GET /MFEwTzBNMEswSTAJBgUrDgMCGgUABBTrjrydRyt%2BApF3GSPypfHBxR5XtQQUs9tIpPmhxdiuNkHMEWNpYim8S8YCEAncQqX1dP86OJ7gbV1N5EA%3D HTTP/1.1 "
"799","46.118019","80.68.78.17","192.168.1.233","TCP","60","443  >  52125 [ACK] Seq=3955 Ack=374 Win=64128 Len=0"
"800","46.118019","80.68.78.17","192.168.1.233","TLSv1.3","341","Application Data"
"801","46.118019","80.68.78.17","192.168.1.233","TLSv1.3","341","Application Data"
"802","46.118042","192.168.1.233","80.68.78.17","TCP","54","52125  >  443 [ACK] Seq=374 Ack=4529 Win=261376 Len=0"
"803","46.140577","93.184.220.29","192.168.1.233","TCP","60","[TCP Previous segment not captured] 80  >  52055 [ACK] Seq=2 Ack=235 Win=135 Len=0"
"804","46.140577","93.184.220.29","192.168.1.233","OCSP","694","Response"
"805","46.142982","192.168.1.233","80.68.78.17","TLSv1.3","134","Application Data"
"806","46.143272","192.168.1.233","80.68.78.17","TLSv1.3","353","Application Data"
